id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
28,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,156937,ORANG,2014
27,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,56,ORANG,2014
80,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,996268,ORANG,2015
79,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,973,ORANG,2015
134,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,1957194,ORANG,2016
133,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,2782,ORANG,2016
188,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,5436456,ORANG,2017
187,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,435342,ORANG,2017
228,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,5755896,ORANG,2018
269,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,2080581,ORANG,2019
268,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,713,ORANG,2019
323,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,845333,ORANG,2020
322,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,154,ORANG,2020
377,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,685269,ORANG,2021
376,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,49,ORANG,2021
30,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,176750,ORANG,2014
29,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,0,ORANG,2014
82,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,4306641,ORANG,2015
81,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,499,ORANG,2015
136,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,4574411,ORANG,2016
135,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,649,ORANG,2016
190,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,6390906,ORANG,2017
189,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,6,ORANG,2017
229,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,6390906,ORANG,2018
271,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,9452760,ORANG,2019
270,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,1126,ORANG,2019
325,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1426983,ORANG,2020
324,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,92,ORANG,2020
379,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1800393,ORANG,2021
378,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,0,ORANG,2021
32,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,49740,ORANG,2014
31,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2014
84,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,49740,ORANG,2015
83,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2015
138,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,49740,ORANG,2016
137,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2016
192,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,49740,ORANG,2017
191,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2017
230,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,45274,ORANG,2018
273,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,11679,ORANG,2019
272,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,3,ORANG,2019
327,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,127500,ORANG,2020
326,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2020
381,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,1730651,ORANG,2021
380,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2021
34,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,1278179,ORANG,2014
33,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,278027,ORANG,2014
86,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,1278179,ORANG,2015
85,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,278027,ORANG,2015
140,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,1289657,ORANG,2016
139,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,278027,ORANG,2016
194,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,1405920,ORANG,2017
193,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,480531,ORANG,2017
231,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,13701916,ORANG,2018
275,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,5339819,ORANG,2019
274,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,100339,ORANG,2019
329,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,3440529,ORANG,2020
328,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,23431,ORANG,2020
383,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,2202146,ORANG,2021
382,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,0,ORANG,2021
88,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,0,ORANG,2015
87,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,0,ORANG,2015
142,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,1824367,ORANG,2016
141,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,10344,ORANG,2016
196,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,2528273,ORANG,2017
195,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,8689,ORANG,2017
232,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3571,ORANG,2018
277,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3215063,ORANG,2019
276,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,12233,ORANG,2019
331,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3939992,ORANG,2020
330,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,514,ORANG,2020
385,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3604113,ORANG,2021
384,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,15,ORANG,2021
36,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,5293040,ORANG,2014
35,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,104075,ORANG,2014
90,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,5293040,ORANG,2015
89,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,104075,ORANG,2015
144,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,5293040,ORANG,2016
143,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,13217,ORANG,2016
198,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,5875274,ORANG,2017
197,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,14670,ORANG,2017
233,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,6340,ORANG,2018
279,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,3749069,ORANG,2019
278,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,207363,ORANG,2019
333,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,1249690,ORANG,2020
332,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,34400,ORANG,2020
387,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,1302470,ORANG,2021
386,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,249,ORANG,2021
38,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,118428,ORANG,2014
37,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,270,ORANG,2014
92,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,82316,ORANG,2015
91,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,3266,ORANG,2015
146,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,82316,ORANG,2016
145,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,3266,ORANG,2016
200,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,115750,ORANG,2017
199,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,3566,ORANG,2017
234,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,116039,ORANG,2018
281,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,0,ORANG,2019
280,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2019
335,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,107386,ORANG,2020
334,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,100,ORANG,2020
389,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,72548,ORANG,2021
388,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2021
40,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,1431290,ORANG,2014
39,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,30178,ORANG,2014
94,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,1431290,ORANG,2015
93,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,30178,ORANG,2015
148,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,1431290,ORANG,2016
147,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,432271,ORANG,2016
202,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,1431290,ORANG,2017
201,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,432271,ORANG,2017
235,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2431290,ORANG,2018
283,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2442250,ORANG,2019
282,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2019
337,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2431290,ORANG,2020
336,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2020
391,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,393223,ORANG,2021
390,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2021
42,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1354722,ORANG,2014
41,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1050,ORANG,2014
96,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1354722,ORANG,2015
95,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1050,ORANG,2015
150,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1354722,ORANG,2016
149,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1423,ORANG,2016
204,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1422458,ORANG,2017
203,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1494,ORANG,2017
236,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1256644,ORANG,2018
285,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,996345,ORANG,2019
284,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1025,ORANG,2019
339,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,326168,ORANG,2020
338,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,161,ORANG,2020
393,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,751688,ORANG,2021
392,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,131,ORANG,2021
44,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2014
43,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2014
98,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2015
97,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2015
152,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2016
151,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2016
206,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2017
205,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0,ORANG,2017
237,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2018
287,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2019
286,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15,ORANG,2019
341,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,42065,ORANG,2020
340,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15,ORANG,2020
395,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,69257,ORANG,2021
394,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,552,ORANG,2021
46,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,1864273,ORANG,2014
45,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,7812,ORANG,2014
100,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,1864273,ORANG,2015
99,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,7812,ORANG,2015
154,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,1864273,ORANG,2016
153,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,7812,ORANG,2016
208,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,32000,ORANG,2017
207,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,0,ORANG,2017
238,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,32112,ORANG,2018
289,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,599,ORANG,2019
288,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,676,ORANG,2019
343,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,215411,ORANG,2020
342,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,55,ORANG,2020
397,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,1633808,ORANG,2021
396,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,150,ORANG,2021
48,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,0,ORANG,2014
47,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,0,ORANG,2014
102,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,1195,ORANG,2015
101,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,565,ORANG,2015
156,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,1968,ORANG,2016
155,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,339,ORANG,2016
210,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,1372,ORANG,2017
209,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,351,ORANG,2017
239,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,12224,ORANG,2018
291,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,15460,ORANG,2019
290,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,415,ORANG,2019
345,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,48148,ORANG,2020
344,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,29,ORANG,2020
399,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,29533,ORANG,2021
398,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,0,ORANG,2021
50,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,21921,ORANG,2014
49,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,267044,ORANG,2014
104,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,267062,ORANG,2015
103,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,25,ORANG,2015
158,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,302908,ORANG,2016
157,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,25,ORANG,2016
212,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,359174,ORANG,2017
211,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,25,ORANG,2017
240,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,82329,ORANG,2018
293,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,695656,ORANG,2019
292,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,22,ORANG,2019
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,32860,ORANG,2020
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,15,ORANG,2020
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,195699,ORANG,2021
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,0,ORANG,2021
52,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,6166,ORANG,2014
51,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2014
106,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,4364,ORANG,2015
105,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2015
160,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,50453,ORANG,2016
159,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2016
214,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,35137,ORANG,2017
213,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2017
241,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,35225,ORANG,2018
295,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,107228,ORANG,2019
294,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,32,ORANG,2019
349,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,9832,ORANG,2020
348,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2020
403,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,33900,ORANG,2021
402,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2021